shipment_id,order_id,sku_id,warehouse_id,region,ship_date,delivery_date,lead_time_days,qty_shipped,on_time
504122,103594,SKU0042,WH_B,Central,2025-01-22,2025-01-26,7,3,0
504123,103595,SKU0065,WH_B,Central,2025-01-21,2025-01-26,7,7,0
504124,103596,SKU0017,WH_B,Central,2025-01-19,2025-01-22,3,1,1
504125,103597,SKU0021,WH_C,West,2025-01-19,2025-01-20,1,1,1
504126,103598,SKU0061,WH_B,Central,2025-01-20,2025-01-21,2,7,1
504127,103599,SKU0054,WH_B,Central,2025-01-19,2025-01-22,3,1,1
504128,103600,SKU0093,WH_A,East,2025-01-19,2025-01-20,1,1,1
504129,103601,SKU0088,WH_B,Central,2025-01-21,2025-01-22,3,1,1
504130,103602,SKU0017,WH_A,East,2025-01-20,2025-01-22,3,2,1
504131,103603,SKU0065,WH_A,East,2025-01-21,2025-01-23,4,6,1
504132,103604,SKU0049,WH_A,East,2025-01-19,2025-01-21,2,2,1
504133,103605,SKU0028,WH_B,Central,2025-01-21,2025-01-22,3,2,1
504134,103606,SKU0036,WH_B,Central,2025-01-20,2025-01-21,2,1,1
504135,103607,SKU0011,WH_B,Central,2025-01-21,2025-01-23,4,1,1
504136,103608,SKU0078,WH_B,Central,2025-01-19,2025-01-22,3,1,1
504137,103609,SKU0089,WH_C,West,2025-01-20,2025-01-22,3,5,1
504138,103610,SKU0100,WH_A,East,2025-01-19,2025-01-21,2,1,1
504139,103611,SKU0019,WH_B,Central,2025-01-19,2025-01-25,6,7,0
504140,103611,SKU0019,WH_B,Central,2025-01-19,2025-01-20,1,1,1
504141,103612,SKU0043,WH_C,West,2025-01-21,2025-01-22,3,1,1
504142,103613,SKU0006,WH_A,East,2025-01-23,2025-01-26,7,1,1
504143,103614,SKU0001,WH_A,East,2025-01-20,2025-01-21,2,1,1
504144,103615,SKU0063,WH_A,East,2025-01-20,2025-01-21,2,1,1
504145,103616,SKU0065,WH_C,West,2025-01-20,2025-01-21,2,4,1
504146,103617,SKU0097,WH_B,Central,2025-01-19,2025-01-21,2,4,1
504147,103618,SKU0079,WH_B,Central,2025-01-21,2025-01-23,4,1,1
504148,103619,SKU0069,WH_A,East,2025-01-20,2025-01-21,2,3,1
504149,103620,SKU0008,WH_A,East,2025-01-19,2025-01-21,2,1,1
504150,103620,SKU0008,WH_A,East,2025-01-19,2025-01-23,4,0,0
504151,103621,SKU0052,WH_C,West,2025-01-19,2025-01-20,1,1,1
504152,103621,SKU0052,WH_C,West,2025-01-21,2025-01-27,8,1,0
504153,103622,SKU0034,WH_C,West,2025-01-20,2025-01-22,3,5,1
504154,103623,SKU0076,WH_C,West,2025-01-19,2025-01-20,1,7,1
504155,103624,SKU0046,WH_B,Central,2025-01-20,2025-01-22,3,1,1
504156,103625,SKU0053,WH_B,Central,2025-01-19,2025-01-20,1,2,1
504157,103626,SKU0062,WH_C,West,2025-01-20,2025-01-21,2,2,1
504158,103627,SKU0098,WH_B,Central,2025-01-19,2025-01-21,2,1,1
504159,103628,SKU0013,WH_A,East,2025-01-19,2025-01-20,1,1,1
504160,103629,SKU0087,WH_A,East,2025-01-19,2025-01-22,3,1,1
504161,103630,SKU0063,WH_A,East,2025-01-21,2025-01-25,6,1,0
504162,103630,SKU0063,WH_A,East,2025-01-20,2025-01-26,7,0,0
504163,103631,SKU0035,WH_A,East,2025-01-19,2025-01-22,3,6,1
504164,103632,SKU0076,WH_A,East,2025-01-20,2025-01-21,2,1,1
504165,103633,SKU0007,WH_A,East,2025-01-19,2025-01-25,6,2,0
504166,103634,SKU0020,WH_C,West,2025-01-20,2025-01-21,2,1,1
504167,103635,SKU0079,WH_B,Central,2025-01-20,2025-01-22,3,2,1
504168,103636,SKU0085,WH_C,West,2025-01-22,2025-01-25,6,6,1
504169,103637,SKU0044,WH_B,Central,2025-01-20,2025-01-25,6,13,0
504170,103638,SKU0058,WH_B,Central,2025-01-20,2025-01-25,6,2,0
504171,103639,SKU0072,WH_C,West,2025-01-19,2025-01-22,3,1,1
504172,103640,SKU0098,WH_A,East,2025-01-20,2025-01-22,3,1,1
504173,103641,SKU0011,WH_B,Central,2025-01-19,2025-01-24,5,1,0
504174,103641,SKU0011,WH_B,Central,2025-01-19,2025-01-20,1,0,1
504175,103642,SKU0078,WH_B,Central,2025-01-20,2025-01-22,3,1,1
504176,103643,SKU0011,WH_B,Central,2025-01-19,2025-01-23,4,2,0
504177,103644,SKU0067,WH_A,East,2025-01-19,2025-01-20,1,4,1
504178,103645,SKU0081,WH_C,West,2025-01-19,2025-01-24,5,9,0
504179,103646,SKU0017,WH_C,West,2025-01-19,2025-01-20,1,5,1
504180,103647,SKU0072,WH_A,East,2025-01-20,2025-01-22,3,3,1
504181,103648,SKU0034,WH_B,Central,2025-01-23,2025-01-28,9,1,0
504182,103649,SKU0018,WH_C,West,2025-01-19,2025-01-22,3,1,1
504183,103650,SKU0042,WH_B,Central,2025-01-19,2025-01-21,2,2,1
504184,103651,SKU0014,WH_A,East,2025-01-19,2025-01-21,2,2,1
504185,103652,SKU0036,WH_A,East,2025-01-20,2025-01-23,4,1,1
504186,103652,SKU0036,WH_A,East,2025-01-19,2025-01-21,2,0,1
504187,103653,SKU0027,WH_A,East,2025-01-21,2025-01-22,3,1,1
504188,103654,SKU0017,WH_C,West,2025-01-20,2025-01-23,4,8,1
504189,103655,SKU0063,WH_B,Central,2025-01-19,2025-01-24,5,1,0
504190,103656,SKU0100,WH_A,East,2025-01-20,2025-01-22,3,11,1
504191,103657,SKU0030,WH_A,East,2025-01-19,2025-01-22,3,1,1
504192,103658,SKU0091,WH_A,East,2025-01-21,2025-01-24,5,9,1
504193,103659,SKU0065,WH_A,East,2025-01-20,2025-01-23,4,8,1
504194,103660,SKU0013,WH_B,Central,2025-01-22,2025-01-23,4,4,1
504195,103661,SKU0049,WH_C,West,2025-01-20,2025-01-23,4,1,1
504196,103662,SKU0050,WH_B,Central,2025-01-20,2025-01-21,2,1,1
504197,103663,SKU0004,WH_C,West,2025-01-21,2025-01-26,7,3,0
504198,103663,SKU0004,WH_C,West,2025-01-20,2025-01-22,3,7,1
504199,103664,SKU0008,WH_A,East,2025-01-19,2025-01-20,1,1,1
504200,103665,SKU0036,WH_B,Central,2025-01-20,2025-01-22,3,6,1
504201,103666,SKU0021,WH_B,Central,2025-01-19,2025-01-20,1,1,1
504202,103666,SKU0021,WH_B,Central,2025-01-19,2025-01-22,3,0,1
504203,103667,SKU0030,WH_A,East,2025-01-19,2025-01-20,1,1,1
504204,103668,SKU0018,WH_C,West,2025-01-19,2025-01-23,4,2,0
504205,103669,SKU0020,WH_B,Central,2025-01-19,2025-01-21,2,1,1
504206,103670,SKU0027,WH_B,Central,2025-01-19,2025-01-21,2,1,1
504207,103670,SKU0027,WH_B,Central,2025-01-20,2025-01-22,3,0,1
504208,103671,SKU0005,WH_A,East,2025-01-19,2025-01-21,2,3,1
504209,103671,SKU0005,WH_A,East,2025-01-19,2025-01-20,1,3,1
504210,103672,SKU0039,WH_C,West,2025-01-21,2025-01-24,5,1,1
504211,103673,SKU0071,WH_A,East,2025-01-19,2025-01-21,2,2,1
504212,103674,SKU0088,WH_C,West,2025-01-22,2025-01-23,4,6,1
504213,103675,SKU0045,WH_B,Central,2025-01-22,2025-01-25,6,2,1
504214,103676,SKU0025,WH_A,East,2025-01-20,2025-01-27,8,1,0
504215,103676,SKU0025,WH_A,East,2025-01-19,2025-01-20,1,0,1
504216,103677,SKU0055,WH_B,Central,2025-01-19,2025-01-22,3,3,1
504217,103678,SKU0035,WH_A,East,2025-01-19,2025-01-20,1,4,1
504218,103679,SKU0097,WH_C,West,2025-01-20,2025-01-21,2,4,1
504219,103680,SKU0073,WH_B,Central,2025-01-19,2025-01-20,1,5,1
504220,103681,SKU0078,WH_B,Central,2025-01-21,2025-01-27,8,2,0
504221,103682,SKU0001,WH_A,East,2025-01-20,2025-01-21,2,5,1
504222,103683,SKU0022,WH_B,Central,2025-01-19,2025-01-20,1,2,1
504223,103684,SKU0003,WH_C,West,2025-01-21,2025-01-24,5,2,1
504224,103685,SKU0024,WH_B,Central,2025-01-19,2025-01-21,2,7,1
504225,103686,SKU0076,WH_B,Central,2025-01-20,2025-01-23,4,1,1
504226,103687,SKU0051,WH_C,West,2025-01-22,2025-01-23,4,2,1
504227,103688,SKU0060,WH_B,Central,2025-01-21,2025-01-22,3,4,1
504228,103689,SKU0049,WH_B,Central,2025-01-19,2025-01-20,1,1,1
504229,103690,SKU0050,WH_B,Central,2025-01-19,2025-01-20,1,2,1
504230,103691,SKU0040,WH_B,Central,2025-01-19,2025-01-23,4,1,0
504231,103692,SKU0057,WH_C,West,2025-01-19,2025-01-21,2,4,1
504232,103693,SKU0096,WH_C,West,2025-01-19,2025-01-26,7,1,0
504233,103694,SKU0100,WH_A,East,2025-01-19,2025-01-20,1,1,1
504234,103695,SKU0090,WH_B,Central,2025-01-22,2025-01-24,5,1,1
504235,103696,SKU0057,WH_C,West,2025-01-19,2025-01-20,1,3,1
504236,103697,SKU0069,WH_A,East,2025-01-19,2025-01-21,2,1,1
504237,103698,SKU0012,WH_A,East,2025-01-20,2025-01-22,3,2,1
504238,103699,SKU0066,WH_B,Central,2025-01-21,2025-01-23,4,1,1
504239,103699,SKU0066,WH_B,Central,2025-01-19,2025-01-20,1,3,1
504240,103700,SKU0067,WH_A,East,2025-01-19,2025-01-20,1,3,1
504241,103701,SKU0029,WH_B,Central,2025-01-23,2025-01-25,6,9,1
504242,103702,SKU0012,WH_C,West,2025-01-20,2025-01-21,2,1,1
504243,103703,SKU0033,WH_C,West,2025-01-19,2025-01-21,2,1,1
504244,103704,SKU0091,WH_C,West,2025-01-20,2025-01-21,2,2,1
504245,103705,SKU0093,WH_A,East,2025-01-21,2025-01-23,4,1,1
504246,103706,SKU0021,WH_A,East,2025-01-19,2025-01-22,3,1,1
504247,103706,SKU0021,WH_A,East,2025-01-19,2025-01-21,2,1,1
504248,103707,SKU0048,WH_A,East,2025-01-20,2025-01-23,4,1,1
504249,103708,SKU0078,WH_B,Central,2025-01-19,2025-01-23,4,3,0
504250,103709,SKU0041,WH_C,West,2025-01-20,2025-01-23,4,1,1
504251,103710,SKU0051,WH_C,West,2025-01-22,2025-01-26,7,2,0
504252,103711,SKU0094,WH_B,Central,2025-01-19,2025-01-21,2,4,1
504253,103712,SKU0054,WH_C,West,2025-01-21,2025-01-23,4,2,1
504254,103713,SKU0022,WH_A,East,2025-01-20,2025-01-21,2,1,1
504255,103714,SKU0017,WH_A,East,2025-01-21,2025-01-24,5,6,1
504256,103715,SKU0072,WH_C,West,2025-01-21,2025-01-24,5,2,1
504257,103716,SKU0036,WH_C,West,2025-01-21,2025-01-22,3,1,1
504258,103717,SKU0009,WH_C,West,2025-01-21,2025-01-27,8,1,0
504259,103718,SKU0026,WH_B,Central,2025-01-21,2025-01-23,4,7,1
504260,103719,SKU0079,WH_C,West,2025-01-22,2025-01-23,4,1,1
504261,103720,SKU0074,WH_C,West,2025-01-19,2025-01-25,6,11,0
504262,103721,SKU0030,WH_A,East,2025-01-20,2025-01-21,2,1,1
504263,103722,SKU0002,WH_B,Central,2025-01-19,2025-01-22,3,1,1
504264,103723,SKU0050,WH_B,Central,2025-01-20,2025-01-21,2,15,1
504265,103724,SKU0094,WH_C,West,2025-01-19,2025-01-23,4,1,0
504266,103725,SKU0100,WH_C,West,2025-01-22,2025-01-24,5,1,1
504267,103725,SKU0100,WH_C,West,2025-01-20,2025-01-22,3,0,1
504268,103726,SKU0047,WH_B,Central,2025-01-20,2025-01-21,2,10,1
504269,103727,SKU0005,WH_C,West,2025-01-19,2025-01-21,2,7,1
504270,103728,SKU0055,WH_B,Central,2025-01-19,2025-01-21,2,1,1
504271,103729,SKU0034,WH_B,Central,2025-01-22,2025-01-23,4,1,1
504272,103730,SKU0046,WH_A,East,2025-01-19,2025-01-21,2,1,1
504273,103731,SKU0034,WH_B,Central,2025-01-19,2025-01-22,3,3,1
504274,103732,SKU0021,WH_C,West,2025-01-19,2025-01-21,2,8,1
504275,103733,SKU0019,WH_A,East,2025-01-21,2025-01-24,5,3,1
504276,103734,SKU0028,WH_B,Central,2025-01-19,2025-01-22,3,3,1
504277,103735,SKU0075,WH_A,East,2025-01-19,2025-01-21,2,1,1
504278,103736,SKU0071,WH_C,West,2025-01-20,2025-01-24,5,1,0
504279,103736,SKU0071,WH_C,West,2025-01-20,2025-01-22,3,0,1
504280,103737,SKU0055,WH_A,East,2025-01-20,2025-01-22,3,1,1
504281,103737,SKU0055,WH_A,East,2025-01-21,2025-01-22,3,0,1
504282,103738,SKU0014,WH_C,West,2025-01-21,2025-01-23,4,2,1
504283,103739,SKU0001,WH_B,Central,2025-01-20,2025-01-21,2,1,1
504284,103740,SKU0052,WH_B,Central,2025-01-20,2025-01-23,4,13,1
504285,103741,SKU0069,WH_A,East,2025-01-20,2025-01-22,3,1,1
504286,103742,SKU0058,WH_C,West,2025-01-20,2025-01-23,4,4,1
504287,103743,SKU0073,WH_C,West,2025-01-20,2025-01-24,5,1,0
504288,103744,SKU0059,WH_A,East,2025-01-19,2025-01-20,1,5,1
504289,103745,SKU0080,WH_A,East,2025-01-22,2025-01-26,7,4,0
504290,103746,SKU0011,WH_A,East,2025-01-20,2025-01-21,2,3,1
504291,103747,SKU0079,WH_B,Central,2025-01-21,2025-01-24,5,2,1
504292,103748,SKU0002,WH_A,East,2025-01-22,2025-01-23,4,1,1
504293,103749,SKU0025,WH_A,East,2025-01-19,2025-01-21,2,1,1
504294,103750,SKU0063,WH_C,West,2025-01-21,2025-01-28,9,1,0
504295,103750,SKU0063,WH_C,West,2025-01-19,2025-01-20,1,6,1
504296,103751,SKU0098,WH_C,West,2025-01-19,2025-01-23,4,1,0
504297,103752,SKU0091,WH_C,West,2025-01-19,2025-01-23,4,4,0
504298,103752,SKU0091,WH_C,West,2025-01-19,2025-01-20,1,1,1
504299,103753,SKU0026,WH_C,West,2025-01-20,2025-01-22,3,1,1
504300,103754,SKU0018,WH_B,Central,2025-01-19,2025-01-25,6,2,0
504301,103755,SKU0046,WH_A,East,2025-01-19,2025-01-22,3,1,1
504302,103756,SKU0027,WH_A,East,2025-01-19,2025-01-21,2,1,1
504303,103757,SKU0058,WH_C,West,2025-01-20,2025-01-21,2,1,1
504304,103758,SKU0029,WH_A,East,2025-01-19,2025-01-22,3,2,1
504305,103759,SKU0093,WH_B,Central,2025-01-19,2025-01-20,1,3,1
504306,103760,SKU0085,WH_A,East,2025-01-19,2025-01-23,4,1,0
504307,103761,SKU0003,WH_C,West,2025-01-20,2025-01-23,4,1,1
504308,103762,SKU0046,WH_C,West,2025-01-19,2025-01-20,1,1,1
504309,103763,SKU0028,WH_B,Central,2025-01-19,2025-01-21,2,1,1
504310,103764,SKU0024,WH_B,Central,2025-01-20,2025-01-22,3,1,1
504311,103765,SKU0071,WH_C,West,2025-01-20,2025-01-21,2,1,1
504312,103766,SKU0086,WH_B,Central,2025-01-19,2025-01-22,3,4,1
504313,103767,SKU0034,WH_B,Central,2025-01-20,2025-01-21,2,1,1
504314,103768,SKU0046,WH_C,West,2025-01-22,2025-01-23,4,6,1
504315,103769,SKU0100,WH_B,Central,2025-01-21,2025-01-23,4,2,1
504316,103770,SKU0018,WH_B,Central,2025-01-20,2025-01-22,2,1,1
504317,103771,SKU0055,WH_B,Central,2025-01-23,2025-01-24,4,1,1
504318,103772,SKU0017,WH_A,East,2025-01-21,2025-01-22,2,1,1
504319,103773,SKU0098,WH_B,Central,2025-01-22,2025-01-23,3,2,1
504320,103773,SKU0098,WH_B,Central,2025-01-21,2025-01-23,3,1,1
504321,103774,SKU0013,WH_A,East,2025-01-21,2025-01-22,2,1,1
504322,103775,SKU0016,WH_C,West,2025-01-20,2025-01-21,1,25,1
504323,103776,SKU0004,WH_C,West,2025-01-23,2025-01-24,4,1,1
504324,103777,SKU0001,WH_A,East,2025-01-24,2025-01-26,6,1,1
504325,103777,SKU0001,WH_A,East,2025-01-20,2025-01-21,1,0,1
504326,103778,SKU0077,WH_B,Central,2025-01-21,2025-01-23,3,10,1
504327,103779,SKU0071,WH_B,Central,2025-01-21,2025-01-22,2,1,1
504328,103779,SKU0071,WH_B,Central,2025-01-20,2025-01-22,2,0,1
504329,103780,SKU0068,WH_B,Central,2025-01-21,2025-01-23,3,1,1
504330,103780,SKU0068,WH_B,Central,2025-01-21,2025-01-22,2,0,1
504331,103781,SKU0092,WH_C,West,2025-01-21,2025-01-22,2,4,1
504332,103782,SKU0069,WH_B,Central,2025-01-24,2025-01-26,6,1,1
504333,103783,SKU0008,WH_B,Central,2025-01-20,2025-01-23,3,1,1
504334,103784,SKU0022,WH_A,East,2025-01-21,2025-01-24,4,1,1
504335,103785,SKU0006,WH_C,West,2025-01-20,2025-01-26,6,3,0
504336,103786,SKU0036,WH_A,East,2025-01-20,2025-01-22,2,10,1
504337,103787,SKU0050,WH_B,Central,2025-01-20,2025-01-22,2,1,1
504338,103787,SKU0050,WH_B,Central,2025-01-20,2025-01-22,2,0,1
504339,103788,SKU0054,WH_A,East,2025-01-20,2025-01-22,2,1,1
504340,103788,SKU0054,WH_A,East,2025-01-20,2025-01-21,1,0,1
504341,103789,SKU0090,WH_A,East,2025-01-20,2025-01-22,2,6,1
504342,103790,SKU0077,WH_C,West,2025-01-21,2025-01-24,4,1,1
504343,103791,SKU0056,WH_A,East,2025-01-22,2025-01-23,3,5,1
504344,103792,SKU0037,WH_B,Central,2025-01-20,2025-01-21,1,1,1
504345,103792,SKU0037,WH_B,Central,2025-01-21,2025-01-22,2,1,1
504346,103793,SKU0050,WH_A,East,2025-01-21,2025-01-25,5,10,0
504347,103794,SKU0012,WH_A,East,2025-01-21,2025-01-25,5,1,0
504348,103795,SKU0023,WH_A,East,2025-01-21,2025-01-25,5,1,0
504349,103796,SKU0093,WH_A,East,2025-01-23,2025-01-25,5,1,1
504350,103797,SKU0096,WH_B,Central,2025-01-21,2025-01-23,3,1,1
504351,103798,SKU0081,WH_A,East,2025-01-21,2025-01-22,2,1,1
504352,103799,SKU0077,WH_C,West,2025-01-23,2025-01-28,8,4,0
504353,103800,SKU0007,WH_C,West,2025-01-22,2025-01-23,3,1,1
504354,103800,SKU0007,WH_C,West,2025-01-20,2025-01-22,2,0,1
504355,103801,SKU0024,WH_C,West,2025-01-22,2025-01-26,6,2,0
504356,103802,SKU0036,WH_B,Central,2025-01-20,2025-01-22,2,1,1
504357,103803,SKU0051,WH_B,Central,2025-01-20,2025-01-23,3,1,1
504358,103804,SKU0099,WH_C,West,2025-01-20,2025-01-21,1,4,1
504359,103805,SKU0070,WH_A,East,2025-01-20,2025-01-22,2,12,1
504360,103806,SKU0042,WH_B,Central,2025-01-23,2025-01-26,6,1,1
504361,103806,SKU0042,WH_B,Central,2025-01-21,2025-01-27,7,2,0
504362,103807,SKU0009,WH_A,East,2025-01-20,2025-01-22,2,1,1
504363,103808,SKU0022,WH_B,Central,2025-01-20,2025-01-21,1,1,1
504364,103809,SKU0084,WH_A,East,2025-01-21,2025-01-26,6,9,0
504365,103810,SKU0021,WH_C,West,2025-01-22,2025-01-23,3,3,1
504366,103811,SKU0095,WH_C,West,2025-01-20,2025-01-22,2,1,1
504367,103811,SKU0095,WH_C,West,2025-01-20,2025-01-21,1,1,1
504368,103812,SKU0012,WH_A,East,2025-01-21,2025-01-23,3,1,1
504369,103813,SKU0083,WH_B,Central,2025-01-21,2025-01-28,8,7,0
504370,103814,SKU0020,WH_C,West,2025-01-21,2025-01-22,2,5,1
504371,103815,SKU0038,WH_B,Central,2025-01-23,2025-01-25,5,1,1
504372,103816,SKU0021,WH_A,East,2025-01-21,2025-01-23,3,5,1
504373,103817,SKU0089,WH_C,West,2025-01-20,2025-01-22,2,2,1
504374,103818,SKU0033,WH_C,West,2025-01-23,2025-01-27,7,12,0
504375,103819,SKU0031,WH_A,East,2025-01-20,2025-01-21,1,1,1
504376,103820,SKU0052,WH_B,Central,2025-01-20,2025-01-22,2,1,1
504377,103821,SKU0022,WH_C,West,2025-01-20,2025-01-21,1,1,1
504378,103822,SKU0069,WH_C,West,2025-01-21,2025-01-22,2,1,1
504379,103823,SKU0052,WH_A,East,2025-01-20,2025-01-23,3,8,1
504380,103824,SKU0019,WH_C,West,2025-01-21,2025-01-25,5,1,0
504381,103825,SKU0045,WH_B,Central,2025-01-20,2025-01-24,4,3,0
504382,103826,SKU0022,WH_A,East,2025-01-21,2025-01-22,2,2,1
504383,103827,SKU0085,WH_B,Central,2025-01-20,2025-01-22,2,1,1
504384,103828,SKU0044,WH_A,East,2025-01-21,2025-01-26,6,1,0
504385,103828,SKU0044,WH_A,East,2025-01-20,2025-01-22,2,0,1
504386,103829,SKU0024,WH_B,Central,2025-01-21,2025-01-26,6,1,0
504387,103830,SKU0035,WH_A,East,2025-01-21,2025-01-22,2,1,1
504388,103831,SKU0061,WH_A,East,2025-01-22,2025-01-27,7,12,0
504389,103832,SKU0069,WH_A,East,2025-01-20,2025-01-21,1,2,1
504390,103833,SKU0096,WH_A,East,2025-01-22,2025-01-24,4,1,1
504391,103833,SKU0096,WH_A,East,2025-01-20,2025-01-22,2,0,1
504392,103834,SKU0015,WH_C,West,2025-01-20,2025-01-26,6,1,0
504393,103835,SKU0095,WH_C,West,2025-01-20,2025-01-22,2,1,1
504394,103836,SKU0008,WH_A,East,2025-01-20,2025-01-21,1,1,1
504395,103837,SKU0016,WH_A,East,2025-01-20,2025-01-24,4,1,0
504396,103837,SKU0016,WH_A,East,2025-01-20,2025-01-23,3,0,1
504397,103838,SKU0047,WH_A,East,2025-01-21,2025-01-23,3,12,1
504398,103839,SKU0089,WH_B,Central,2025-01-21,2025-01-23,3,2,1
504399,103840,SKU0034,WH_A,East,2025-01-20,2025-01-21,1,2,1
504400,103840,SKU0034,WH_A,East,2025-01-21,2025-01-25,5,6,0
504401,103841,SKU0020,WH_B,Central,2025-01-20,2025-01-21,1,1,1
504402,103841,SKU0020,WH_B,Central,2025-01-21,2025-01-22,2,0,1
504403,103842,SKU0003,WH_A,East,2025-01-24,2025-01-25,5,1,1
504404,103843,SKU0027,WH_A,East,2025-01-20,2025-01-21,1,1,1
504405,103844,SKU0011,WH_A,East,2025-01-21,2025-01-23,3,3,1
504406,103845,SKU0035,WH_B,Central,2025-01-22,2025-01-24,4,8,1
504407,103846,SKU0061,WH_B,Central,2025-01-20,2025-01-21,1,2,1
504408,103847,SKU0083,WH_B,Central,2025-01-21,2025-01-23,3,5,1
504409,103848,SKU0030,WH_B,Central,2025-01-20,2025-01-21,1,1,1
504410,103848,SKU0030,WH_B,Central,2025-01-20,2025-01-21,1,0,1
504411,103849,SKU0016,WH_A,East,2025-01-21,2025-01-23,3,2,1
504412,103849,SKU0016,WH_A,East,2025-01-24,2025-01-26,6,3,1
504413,103850,SKU0092,WH_B,Central,2025-01-21,2025-01-22,2,1,1
504414,103850,SKU0092,WH_B,Central,2025-01-21,2025-01-23,3,1,1
504415,103851,SKU0095,WH_C,West,2025-01-20,2025-01-21,1,1,1
504416,103851,SKU0095,WH_C,West,2025-01-20,2025-01-21,1,0,1
504417,103852,SKU0095,WH_A,East,2025-01-21,2025-01-23,3,6,1
504418,103853,SKU0049,WH_B,Central,2025-01-21,2025-01-23,3,1,1
504419,103854,SKU0095,WH_B,Central,2025-01-21,2025-01-22,2,1,1
504420,103854,SKU0095,WH_B,Central,2025-01-21,2025-01-23,3,2,1
504421,103855,SKU0096,WH_B,Central,2025-01-20,2025-01-22,2,2,1
504422,103855,SKU0096,WH_B,Central,2025-01-21,2025-01-23,3,1,1
504423,103856,SKU0031,WH_B,Central,2025-01-20,2025-01-24,4,1,0
504424,103856,SKU0031,WH_B,Central,2025-01-20,2025-01-22,2,1,1
504425,103857,SKU0086,WH_A,East,2025-01-20,2025-01-22,2,1,1
504426,103858,SKU0060,WH_B,Central,2025-01-20,2025-01-22,2,1,1
504427,103859,SKU0020,WH_C,West,2025-01-21,2025-01-26,6,1,0
504428,103860,SKU0009,WH_A,East,2025-01-22,2025-01-28,8,7,0
504429,103861,SKU0023,WH_B,Central,2025-01-21,2025-01-23,3,1,1
504430,103862,SKU0078,WH_C,West,2025-01-20,2025-01-21,1,2,1
504431,103863,SKU0095,WH_B,Central,2025-01-20,2025-01-21,1,1,1
504432,103864,SKU0014,WH_A,East,2025-01-20,2025-01-22,2,4,1
504433,103865,SKU0046,WH_A,East,2025-01-21,2025-01-23,3,5,1
504434,103866,SKU0095,WH_B,Central,2025-01-20,2025-01-21,1,3,1
504435,103867,SKU0049,WH_B,Central,2025-01-24,2025-01-29,9,1,0
504436,103868,SKU0039,WH_A,East,2025-01-20,2025-01-22,2,1,1
504437,103869,SKU0061,WH_B,Central,2025-01-20,2025-01-21,1,1,1
504438,103869,SKU0061,WH_B,Central,2025-01-21,2025-01-24,4,0,1
504439,103870,SKU0086,WH_B,Central,2025-01-20,2025-01-21,1,5,1
504440,103871,SKU0031,WH_B,Central,2025-01-20,2025-01-22,2,1,1
504441,103872,SKU0043,WH_A,East,2025-01-22,2025-01-25,5,1,1
504442,103873,SKU0042,WH_A,East,2025-01-21,2025-01-22,2,4,1
504443,103874,SKU0021,WH_A,East,2025-01-21,2025-01-23,3,1,1
504444,103875,SKU0095,WH_C,West,2025-01-22,2025-01-23,3,1,1
504445,103876,SKU0016,WH_A,East,2025-01-21,2025-01-22,2,1,1
504446,103877,SKU0042,WH_C,West,2025-01-20,2025-01-24,4,5,0
504447,103878,SKU0085,WH_C,West,2025-01-21,2025-01-24,4,1,1
504448,103879,SKU0046,WH_A,East,2025-01-20,2025-01-23,3,2,1
504449,103879,SKU0046,WH_A,East,2025-01-20,2025-01-22,2,3,1
504450,103880,SKU0041,WH_A,East,2025-01-20,2025-01-24,4,1,0
504451,103881,SKU0009,WH_A,East,2025-01-20,2025-01-24,4,3,0
504452,103881,SKU0009,WH_A,East,2025-01-23,2025-01-24,4,2,1
504453,103882,SKU0092,WH_B,Central,2025-01-24,2025-01-31,11,2,0
504454,103883,SKU0068,WH_B,Central,2025-01-21,2025-01-22,2,8,1
504455,103884,SKU0017,WH_C,West,2025-01-20,2025-01-21,1,1,1
504456,103885,SKU0016,WH_B,Central,2025-01-20,2025-01-23,3,1,1
504457,103885,SKU0016,WH_B,Central,2025-01-21,2025-01-23,3,0,1
504458,103886,SKU0095,WH_B,Central,2025-01-20,2025-01-21,1,1,1
504459,103887,SKU0005,WH_B,Central,2025-01-24,2025-01-26,6,1,1
504460,103888,SKU0034,WH_C,West,2025-01-22,2025-01-24,4,1,1
504461,103889,SKU0043,WH_A,East,2025-01-22,2025-01-25,5,1,1
504462,103890,SKU0006,WH_C,West,2025-01-20,2025-01-23,3,1,1
504463,103890,SKU0006,WH_C,West,2025-01-23,2025-01-24,4,0,1
504464,103891,SKU0078,WH_A,East,2025-01-21,2025-01-27,7,1,0
504465,103892,SKU0075,WH_B,Central,2025-01-22,2025-01-24,4,6,1
504466,103892,SKU0075,WH_B,Central,2025-01-20,2025-01-22,2,2,1
504467,103893,SKU0084,WH_C,West,2025-01-21,2025-01-23,3,4,1
504468,103894,SKU0077,WH_A,East,2025-01-24,2025-01-27,7,1,1
504469,103895,SKU0019,WH_A,East,2025-01-20,2025-01-22,2,2,1
504470,103896,SKU0022,WH_C,West,2025-01-20,2025-01-22,2,3,1
504471,103897,SKU0065,WH_C,West,2025-01-20,2025-01-21,1,1,1
504472,103898,SKU0088,WH_B,Central,2025-01-21,2025-01-22,2,1,1
504473,103899,SKU0096,WH_B,Central,2025-01-21,2025-01-22,2,1,1
504474,103900,SKU0084,WH_C,West,2025-01-23,2025-01-24,4,1,1
504475,103901,SKU0083,WH_C,West,2025-01-20,2025-01-23,3,3,1
