date,warehouse_id,region,sku_id,category,on_hand,backorder,reorder_point,reorder_qty
2025-01-04,WH_B,Central,SKU0030,Housewares,174,3,49,51
2025-01-04,WH_B,Central,SKU0031,Sports,110,2,33,67
2025-01-04,WH_B,Central,SKU0032,Sports,169,2,32,95
2025-01-04,WH_B,Central,SKU0033,Housewares,195,1,21,47
2025-01-04,WH_B,Central,SKU0034,Office,100,2,18,65
2025-01-04,WH_B,Central,SKU0035,Hardware,276,4,23,119
2025-01-04,WH_B,Central,SKU0036,Housewares,62,5,30,48
2025-01-04,WH_B,Central,SKU0037,Sports,102,3,30,116
2025-01-04,WH_B,Central,SKU0038,Housewares,113,2,46,48
2025-01-04,WH_B,Central,SKU0039,Office,173,5,32,110
2025-01-04,WH_B,Central,SKU0040,Housewares,124,2,39,87
2025-01-04,WH_B,Central,SKU0041,Sports,39,4,20,81
2025-01-04,WH_B,Central,SKU0042,Electronics,196,0,32,118
2025-01-04,WH_B,Central,SKU0043,Hardware,154,0,44,92
2025-01-04,WH_B,Central,SKU0044,Hardware,139,2,15,41
2025-01-04,WH_B,Central,SKU0045,Electronics,187,5,37,38
2025-01-04,WH_B,Central,SKU0046,Hardware,221,3,40,57
2025-01-04,WH_B,Central,SKU0047,Electronics,186,0,28,93
2025-01-04,WH_B,Central,SKU0048,Hardware,133,2,35,66
2025-01-04,WH_B,Central,SKU0049,Housewares,112,0,50,103
2025-01-04,WH_B,Central,SKU0050,Hardware,58,4,46,73
2025-01-04,WH_B,Central,SKU0051,Hardware,275,1,18,35
2025-01-04,WH_B,Central,SKU0052,Hardware,54,5,44,32
2025-01-04,WH_B,Central,SKU0053,Hardware,59,6,25,86
2025-01-04,WH_B,Central,SKU0054,Office,126,4,15,84
2025-01-04,WH_B,Central,SKU0055,Housewares,67,4,23,113
2025-01-04,WH_B,Central,SKU0056,Housewares,91,2,25,65
2025-01-04,WH_B,Central,SKU0057,Electronics,60,0,38,62
2025-01-04,WH_B,Central,SKU0058,Sports,48,1,38,115
2025-01-04,WH_B,Central,SKU0059,Electronics,258,1,25,36
2025-01-04,WH_B,Central,SKU0060,Hardware,143,2,34,119
2025-01-04,WH_B,Central,SKU0061,Office,103,4,42,113
2025-01-04,WH_B,Central,SKU0062,Housewares,42,2,21,30
2025-01-04,WH_B,Central,SKU0063,Housewares,74,4,45,39
2025-01-04,WH_B,Central,SKU0064,Sports,41,5,29,96
2025-01-04,WH_B,Central,SKU0065,Sports,201,4,43,31
2025-01-04,WH_B,Central,SKU0066,Sports,26,3,36,45
2025-01-04,WH_B,Central,SKU0067,Hardware,185,4,23,91
2025-01-04,WH_B,Central,SKU0068,Electronics,49,1,29,79
2025-01-04,WH_B,Central,SKU0069,Hardware,59,6,21,43
2025-01-04,WH_B,Central,SKU0070,Hardware,127,0,38,68
2025-01-04,WH_B,Central,SKU0071,Hardware,78,3,39,47
2025-01-04,WH_B,Central,SKU0072,Office,185,3,24,38
2025-01-04,WH_B,Central,SKU0073,Office,152,5,15,108
2025-01-04,WH_B,Central,SKU0074,Hardware,244,1,25,86
2025-01-04,WH_B,Central,SKU0075,Sports,107,0,28,110
2025-01-04,WH_B,Central,SKU0076,Hardware,79,6,41,108
2025-01-04,WH_B,Central,SKU0077,Office,195,3,43,57
2025-01-04,WH_B,Central,SKU0078,Housewares,29,1,21,47
2025-01-04,WH_B,Central,SKU0079,Hardware,67,2,39,74
2025-01-04,WH_B,Central,SKU0080,Hardware,193,4,35,47
2025-01-04,WH_B,Central,SKU0081,Housewares,71,3,32,112
2025-01-04,WH_B,Central,SKU0082,Hardware,62,5,30,100
2025-01-04,WH_B,Central,SKU0083,Housewares,188,0,33,118
2025-01-04,WH_B,Central,SKU0084,Office,17,0,34,56
2025-01-04,WH_B,Central,SKU0085,Hardware,210,3,47,54
2025-01-04,WH_B,Central,SKU0086,Hardware,177,2,33,112
2025-01-04,WH_B,Central,SKU0087,Office,29,3,30,93
2025-01-04,WH_B,Central,SKU0088,Housewares,109,7,22,60
2025-01-04,WH_B,Central,SKU0089,Electronics,189,3,19,97
2025-01-04,WH_B,Central,SKU0090,Electronics,52,3,38,70
2025-01-04,WH_B,Central,SKU0091,Electronics,72,2,39,102
2025-01-04,WH_B,Central,SKU0092,Housewares,125,5,38,99
2025-01-04,WH_B,Central,SKU0093,Sports,171,6,26,90
2025-01-04,WH_B,Central,SKU0094,Hardware,38,2,16,105
2025-01-04,WH_B,Central,SKU0095,Electronics,47,4,15,63
2025-01-04,WH_B,Central,SKU0096,Hardware,89,3,17,37
2025-01-04,WH_B,Central,SKU0097,Office,141,0,47,66
2025-01-04,WH_B,Central,SKU0098,Housewares,181,1,47,83
2025-01-04,WH_B,Central,SKU0099,Office,132,3,40,40
2025-01-04,WH_B,Central,SKU0100,Office,176,3,49,98
2025-01-04,WH_C,West,SKU0001,Housewares,195,2,24,65
2025-01-04,WH_C,West,SKU0002,Electronics,64,0,34,40
2025-01-04,WH_C,West,SKU0003,Hardware,200,3,28,49
2025-01-04,WH_C,West,SKU0004,Hardware,234,3,35,80
2025-01-04,WH_C,West,SKU0005,Sports,166,2,19,69
2025-01-04,WH_C,West,SKU0006,Sports,185,4,42,60
2025-01-04,WH_C,West,SKU0007,Office,42,2,30,41
2025-01-04,WH_C,West,SKU0008,Electronics,178,3,22,88
2025-01-04,WH_C,West,SKU0009,Hardware,242,2,18,69
2025-01-04,WH_C,West,SKU0010,Electronics,286,2,26,45
2025-01-04,WH_C,West,SKU0011,Hardware,28,1,23,119
2025-01-04,WH_C,West,SKU0012,Housewares,29,2,25,93
2025-01-04,WH_C,West,SKU0013,Electronics,144,5,48,96
2025-01-04,WH_C,West,SKU0014,Electronics,134,1,25,77
2025-01-04,WH_C,West,SKU0015,Housewares,33,5,32,45
2025-01-04,WH_C,West,SKU0016,Housewares,20,4,36,84
2025-01-04,WH_C,West,SKU0017,Hardware,104,4,48,38
2025-01-04,WH_C,West,SKU0018,Housewares,74,4,19,93
2025-01-04,WH_C,West,SKU0019,Sports,136,1,47,76
2025-01-04,WH_C,West,SKU0020,Electronics,43,4,46,102
2025-01-04,WH_C,West,SKU0021,Sports,63,4,38,50
2025-01-04,WH_C,West,SKU0022,Sports,104,0,21,103
2025-01-04,WH_C,West,SKU0023,Hardware,284,3,22,59
2025-01-04,WH_C,West,SKU0024,Electronics,201,0,15,35
2025-01-04,WH_C,West,SKU0025,Office,21,4,30,35
2025-01-04,WH_C,West,SKU0026,Hardware,194,6,38,79
2025-01-04,WH_C,West,SKU0027,Electronics,66,2,26,34
2025-01-04,WH_C,West,SKU0028,Electronics,212,3,41,58
2025-01-04,WH_C,West,SKU0029,Sports,110,2,30,83
2025-01-04,WH_C,West,SKU0030,Housewares,74,3,32,39
2025-01-04,WH_C,West,SKU0031,Sports,170,3,38,45
2025-01-04,WH_C,West,SKU0032,Sports,160,0,18,52
2025-01-04,WH_C,West,SKU0033,Housewares,83,5,48,35
2025-01-04,WH_C,West,SKU0034,Office,104,3,19,89
2025-01-04,WH_C,West,SKU0035,Hardware,123,2,34,71
2025-01-04,WH_C,West,SKU0036,Housewares,45,2,50,88
2025-01-04,WH_C,West,SKU0037,Sports,15,3,38,55
2025-01-04,WH_C,West,SKU0038,Housewares,83,0,34,109
2025-01-04,WH_C,West,SKU0039,Office,88,0,44,77
2025-01-04,WH_C,West,SKU0040,Housewares,177,3,46,55
2025-01-04,WH_C,West,SKU0041,Sports,141,1,30,49
2025-01-04,WH_C,West,SKU0042,Electronics,41,1,41,33
2025-01-04,WH_C,West,SKU0043,Hardware,105,3,49,74
2025-01-04,WH_C,West,SKU0044,Hardware,262,2,15,72
2025-01-04,WH_C,West,SKU0045,Electronics,22,5,39,69
2025-01-04,WH_C,West,SKU0046,Hardware,81,4,28,97
2025-01-04,WH_C,West,SKU0047,Electronics,112,1,41,92
2025-01-04,WH_C,West,SKU0048,Hardware,40,4,24,65
2025-01-04,WH_C,West,SKU0049,Housewares,47,5,17,59
2025-01-04,WH_C,West,SKU0050,Hardware,220,0,41,119
2025-01-04,WH_C,West,SKU0051,Hardware,171,1,44,40
2025-01-04,WH_C,West,SKU0052,Hardware,231,3,21,94
2025-01-04,WH_C,West,SKU0053,Hardware,95,9,40,39
2025-01-04,WH_C,West,SKU0054,Office,177,2,18,85
2025-01-04,WH_C,West,SKU0055,Housewares,194,4,23,60
2025-01-04,WH_C,West,SKU0056,Housewares,90,6,31,70
2025-01-04,WH_C,West,SKU0057,Electronics,170,3,35,70
2025-01-04,WH_C,West,SKU0058,Sports,141,3,32,59
2025-01-04,WH_C,West,SKU0059,Electronics,62,1,27,47
2025-01-04,WH_C,West,SKU0060,Hardware,231,0,21,49
2025-01-04,WH_C,West,SKU0061,Office,51,4,25,87
2025-01-04,WH_C,West,SKU0062,Housewares,143,6,35,82
2025-01-04,WH_C,West,SKU0063,Housewares,49,4,49,75
2025-01-04,WH_C,West,SKU0064,Sports,62,2,43,69
2025-01-04,WH_C,West,SKU0065,Sports,144,4,31,45
2025-01-04,WH_C,West,SKU0066,Sports,40,2,25,117
2025-01-04,WH_C,West,SKU0067,Hardware,120,2,17,57
2025-01-04,WH_C,West,SKU0068,Electronics,153,4,24,41
2025-01-04,WH_C,West,SKU0069,Hardware,121,3,37,80
2025-01-04,WH_C,West,SKU0070,Hardware,211,1,18,116
2025-01-04,WH_C,West,SKU0071,Hardware,141,3,31,52
2025-01-04,WH_C,West,SKU0072,Office,31,1,40,87
2025-01-04,WH_C,West,SKU0073,Office,140,5,50,61
2025-01-04,WH_C,West,SKU0074,Hardware,56,1,44,43
2025-01-04,WH_C,West,SKU0075,Sports,61,2,22,31
2025-01-04,WH_C,West,SKU0076,Hardware,59,4,29,46
2025-01-04,WH_C,West,SKU0077,Office,76,0,40,77
2025-01-04,WH_C,West,SKU0078,Housewares,207,3,20,104
2025-01-04,WH_C,West,SKU0079,Hardware,234,3,31,39
2025-01-04,WH_C,West,SKU0080,Hardware,17,3,19,55
2025-01-04,WH_C,West,SKU0081,Housewares,174,0,43,46
2025-01-04,WH_C,West,SKU0082,Hardware,44,5,36,45
2025-01-04,WH_C,West,SKU0083,Housewares,23,6,44,36
2025-01-04,WH_C,West,SKU0084,Office,57,0,42,80
2025-01-04,WH_C,West,SKU0085,Hardware,194,5,16,78
2025-01-04,WH_C,West,SKU0086,Hardware,270,1,42,52
2025-01-04,WH_C,West,SKU0087,Office,111,4,28,53
2025-01-04,WH_C,West,SKU0088,Housewares,101,5,32,87
2025-01-04,WH_C,West,SKU0089,Electronics,77,0,17,108
2025-01-04,WH_C,West,SKU0090,Electronics,245,3,30,112
2025-01-04,WH_C,West,SKU0091,Electronics,123,1,46,82
2025-01-04,WH_C,West,SKU0092,Housewares,163,2,45,37
2025-01-04,WH_C,West,SKU0093,Sports,42,1,32,79
2025-01-04,WH_C,West,SKU0094,Hardware,74,1,41,55
2025-01-04,WH_C,West,SKU0095,Electronics,266,5,48,61
2025-01-04,WH_C,West,SKU0096,Hardware,234,1,49,32
2025-01-04,WH_C,West,SKU0097,Office,102,1,37,91
2025-01-04,WH_C,West,SKU0098,Housewares,158,0,46,74
2025-01-04,WH_C,West,SKU0099,Office,154,0,47,71
2025-01-04,WH_C,West,SKU0100,Office,121,3,32,53
2025-01-05,WH_A,East,SKU0001,Housewares,18,3,35,106
2025-01-05,WH_A,East,SKU0002,Electronics,100,2,16,65
2025-01-05,WH_A,East,SKU0003,Hardware,64,5,45,97
2025-01-05,WH_A,East,SKU0004,Hardware,142,4,29,50
2025-01-05,WH_A,East,SKU0005,Sports,53,0,30,114
2025-01-05,WH_A,East,SKU0006,Sports,89,6,32,98
2025-01-05,WH_A,East,SKU0007,Office,22,1,29,103
2025-01-05,WH_A,East,SKU0008,Electronics,176,3,37,52
2025-01-05,WH_A,East,SKU0009,Hardware,96,3,30,105
2025-01-05,WH_A,East,SKU0010,Electronics,145,0,37,105
2025-01-05,WH_A,East,SKU0011,Hardware,48,5,37,102
2025-01-05,WH_A,East,SKU0012,Housewares,161,2,24,102
2025-01-05,WH_A,East,SKU0013,Electronics,79,4,46,99
2025-01-05,WH_A,East,SKU0014,Electronics,144,2,26,92
2025-01-05,WH_A,East,SKU0015,Housewares,40,2,20,37
2025-01-05,WH_A,East,SKU0016,Housewares,84,0,29,32
2025-01-05,WH_A,East,SKU0017,Hardware,215,2,45,30
2025-01-05,WH_A,East,SKU0018,Housewares,106,2,27,46
2025-01-05,WH_A,East,SKU0019,Sports,105,4,26,71
2025-01-05,WH_A,East,SKU0020,Electronics,44,0,16,48
2025-01-05,WH_A,East,SKU0021,Sports,187,5,24,44
2025-01-05,WH_A,East,SKU0022,Sports,141,4,38,39
2025-01-05,WH_A,East,SKU0023,Hardware,155,3,40,105
2025-01-05,WH_A,East,SKU0024,Electronics,65,2,36,68
2025-01-05,WH_A,East,SKU0025,Office,94,1,23,50
2025-01-05,WH_A,East,SKU0026,Hardware,174,1,46,113
2025-01-05,WH_A,East,SKU0027,Electronics,140,1,26,120
2025-01-05,WH_A,East,SKU0028,Electronics,235,5,37,58
2025-01-05,WH_A,East,SKU0029,Sports,184,3,26,78
2025-01-05,WH_A,East,SKU0030,Housewares,102,3,33,46
2025-01-05,WH_A,East,SKU0031,Sports,65,4,15,119
2025-01-05,WH_A,East,SKU0032,Sports,170,0,40,102
2025-01-05,WH_A,East,SKU0033,Housewares,36,4,26,107
2025-01-05,WH_A,East,SKU0034,Office,93,3,29,111
2025-01-05,WH_A,East,SKU0035,Hardware,236,2,21,93
2025-01-05,WH_A,East,SKU0036,Housewares,66,7,36,39
2025-01-05,WH_A,East,SKU0037,Sports,72,0,37,70
2025-01-05,WH_A,East,SKU0038,Housewares,65,4,20,120
2025-01-05,WH_A,East,SKU0039,Office,188,5,36,87
2025-01-05,WH_A,East,SKU0040,Housewares,8,4,31,56
2025-01-05,WH_A,East,SKU0041,Sports,76,6,19,74
2025-01-05,WH_A,East,SKU0042,Electronics,138,1,21,30
2025-01-05,WH_A,East,SKU0043,Hardware,39,4,39,86
2025-01-05,WH_A,East,SKU0044,Hardware,173,2,25,82
2025-01-05,WH_A,East,SKU0045,Electronics,204,0,39,74
2025-01-05,WH_A,East,SKU0046,Hardware,222,1,39,42
2025-01-05,WH_A,East,SKU0047,Electronics,193,5,29,50
2025-01-05,WH_A,East,SKU0048,Hardware,176,4,19,34
2025-01-05,WH_A,East,SKU0049,Housewares,92,2,16,70
2025-01-05,WH_A,East,SKU0050,Hardware,128,3,21,39
2025-01-05,WH_A,East,SKU0051,Hardware,155,4,25,78
2025-01-05,WH_A,East,SKU0052,Hardware,82,1,19,100
2025-01-05,WH_A,East,SKU0053,Hardware,49,1,36,106
2025-01-05,WH_A,East,SKU0054,Office,206,5,45,120
2025-01-05,WH_A,East,SKU0055,Housewares,13,0,42,113
2025-01-05,WH_A,East,SKU0056,Housewares,66,4,42,50
2025-01-05,WH_A,East,SKU0057,Electronics,51,2,21,72
2025-01-05,WH_A,East,SKU0058,Sports,70,3,27,82
2025-01-05,WH_A,East,SKU0059,Electronics,278,0,50,99
2025-01-05,WH_A,East,SKU0060,Hardware,119,1,33,68
2025-01-05,WH_A,East,SKU0061,Office,81,8,21,36
2025-01-05,WH_A,East,SKU0062,Housewares,123,2,50,92
2025-01-05,WH_A,East,SKU0063,Housewares,68,3,18,76
2025-01-05,WH_A,East,SKU0064,Sports,24,4,42,41
2025-01-05,WH_A,East,SKU0065,Sports,115,0,45,55
2025-01-05,WH_A,East,SKU0066,Sports,48,1,16,56
2025-01-05,WH_A,East,SKU0067,Hardware,93,1,33,40
2025-01-05,WH_A,East,SKU0068,Electronics,193,2,22,69
2025-01-05,WH_A,East,SKU0069,Hardware,179,4,45,92
2025-01-05,WH_A,East,SKU0070,Hardware,252,3,31,41
2025-01-05,WH_A,East,SKU0071,Hardware,250,0,49,79
2025-01-05,WH_A,East,SKU0072,Office,64,2,38,78
2025-01-05,WH_A,East,SKU0073,Office,138,3,26,87
2025-01-05,WH_A,East,SKU0074,Hardware,29,1,31,86
2025-01-05,WH_A,East,SKU0075,Sports,149,7,31,58
2025-01-05,WH_A,East,SKU0076,Hardware,107,0,18,49
2025-01-05,WH_A,East,SKU0077,Office,216,3,21,40
2025-01-05,WH_A,East,SKU0078,Housewares,182,4,37,99
2025-01-05,WH_A,East,SKU0079,Hardware,148,3,29,100
2025-01-05,WH_A,East,SKU0080,Hardware,52,4,39,96
2025-01-05,WH_A,East,SKU0081,Housewares,116,3,49,117
2025-01-05,WH_A,East,SKU0082,Hardware,188,3,30,90
2025-01-05,WH_A,East,SKU0083,Housewares,87,2,20,80
2025-01-05,WH_A,East,SKU0084,Office,18,4,47,103
2025-01-05,WH_A,East,SKU0085,Hardware,221,2,24,45
2025-01-05,WH_A,East,SKU0086,Hardware,187,0,26,51
2025-01-05,WH_A,East,SKU0087,Office,71,2,27,46
2025-01-05,WH_A,East,SKU0088,Housewares,56,0,42,40
2025-01-05,WH_A,East,SKU0089,Electronics,286,4,42,55
2025-01-05,WH_A,East,SKU0090,Electronics,254,6,24,106
2025-01-05,WH_A,East,SKU0091,Electronics,124,3,35,38
2025-01-05,WH_A,East,SKU0092,Housewares,41,5,39,101
2025-01-05,WH_A,East,SKU0093,Sports,131,1,50,71
2025-01-05,WH_A,East,SKU0094,Hardware,112,2,48,88
2025-01-05,WH_A,East,SKU0095,Electronics,24,2,48,83
2025-01-05,WH_A,East,SKU0096,Hardware,79,2,41,49
2025-01-05,WH_A,East,SKU0097,Office,56,3,21,43
2025-01-05,WH_A,East,SKU0098,Housewares,172,0,21,66
2025-01-05,WH_A,East,SKU0099,Office,150,3,37,82
2025-01-05,WH_A,East,SKU0100,Office,99,2,39,113
2025-01-05,WH_B,Central,SKU0001,Housewares,125,4,45,34
2025-01-05,WH_B,Central,SKU0002,Electronics,83,0,32,81
2025-01-05,WH_B,Central,SKU0003,Hardware,72,2,40,34
2025-01-05,WH_B,Central,SKU0004,Hardware,163,0,36,118
2025-01-05,WH_B,Central,SKU0005,Sports,88,5,18,90
2025-01-05,WH_B,Central,SKU0006,Sports,94,0,38,32
2025-01-05,WH_B,Central,SKU0007,Office,103,2,34,69
2025-01-05,WH_B,Central,SKU0008,Electronics,133,4,46,119
2025-01-05,WH_B,Central,SKU0009,Hardware,265,3,21,59
2025-01-05,WH_B,Central,SKU0010,Electronics,80,5,34,86
2025-01-05,WH_B,Central,SKU0011,Hardware,149,4,32,83
2025-01-05,WH_B,Central,SKU0012,Housewares,174,5,20,54
2025-01-05,WH_B,Central,SKU0013,Electronics,190,1,28,82
2025-01-05,WH_B,Central,SKU0014,Electronics,215,4,48,77
2025-01-05,WH_B,Central,SKU0015,Housewares,29,2,47,50
2025-01-05,WH_B,Central,SKU0016,Housewares,38,3,34,120
2025-01-05,WH_B,Central,SKU0017,Hardware,210,3,40,47
2025-01-05,WH_B,Central,SKU0018,Housewares,170,5,16,52
2025-01-05,WH_B,Central,SKU0019,Sports,70,4,27,37
2025-01-05,WH_B,Central,SKU0020,Electronics,105,3,17,88
2025-01-05,WH_B,Central,SKU0021,Sports,50,2,38,120
2025-01-05,WH_B,Central,SKU0022,Sports,61,1,32,77
2025-01-05,WH_B,Central,SKU0023,Hardware,182,1,47,80
2025-01-05,WH_B,Central,SKU0024,Electronics,251,0,22,117
2025-01-05,WH_B,Central,SKU0025,Office,27,4,30,77
2025-01-05,WH_B,Central,SKU0026,Hardware,193,6,43,52
2025-01-05,WH_B,Central,SKU0027,Electronics,202,5,50,74
2025-01-05,WH_B,Central,SKU0028,Electronics,144,4,25,63
2025-01-05,WH_B,Central,SKU0029,Sports,185,4,20,66
2025-01-05,WH_B,Central,SKU0030,Housewares,28,4,39,36
2025-01-05,WH_B,Central,SKU0031,Sports,49,1,28,58
2025-01-05,WH_B,Central,SKU0032,Sports,190,1,29,116
2025-01-05,WH_B,Central,SKU0033,Housewares,76,0,32,113
2025-01-05,WH_B,Central,SKU0034,Office,132,0,47,32
2025-01-05,WH_B,Central,SKU0035,Hardware,277,4,15,90
2025-01-05,WH_B,Central,SKU0036,Housewares,46,4,26,106
2025-01-05,WH_B,Central,SKU0037,Sports,24,1,29,62
2025-01-05,WH_B,Central,SKU0038,Housewares,164,0,34,120
2025-01-05,WH_B,Central,SKU0039,Office,187,0,32,84
2025-01-05,WH_B,Central,SKU0040,Housewares,116,2,37,88
2025-01-05,WH_B,Central,SKU0041,Sports,90,2,28,89
2025-01-05,WH_B,Central,SKU0042,Electronics,132,4,48,109
2025-01-05,WH_B,Central,SKU0043,Hardware,172,3,21,30
2025-01-05,WH_B,Central,SKU0044,Hardware,214,0,38,101
2025-01-05,WH_B,Central,SKU0045,Electronics,266,4,33,68
2025-01-05,WH_B,Central,SKU0046,Hardware,262,2,21,91
2025-01-05,WH_B,Central,SKU0047,Electronics,50,2,36,65
2025-01-05,WH_B,Central,SKU0048,Hardware,259,5,35,65
2025-01-05,WH_B,Central,SKU0049,Housewares,96,0,34,54
2025-01-05,WH_B,Central,SKU0050,Hardware,87,5,48,60
2025-01-05,WH_B,Central,SKU0051,Hardware,51,5,40,114
2025-01-05,WH_B,Central,SKU0052,Hardware,161,5,23,33
2025-01-05,WH_B,Central,SKU0053,Hardware,264,5,46,67
2025-01-05,WH_B,Central,SKU0054,Office,87,3,41,81
2025-01-05,WH_B,Central,SKU0055,Housewares,115,6,17,104
2025-01-05,WH_B,Central,SKU0056,Housewares,157,6,27,73
2025-01-05,WH_B,Central,SKU0057,Electronics,111,0,49,111
2025-01-05,WH_B,Central,SKU0058,Sports,144,0,37,94
2025-01-05,WH_B,Central,SKU0059,Electronics,140,4,25,114
2025-01-05,WH_B,Central,SKU0060,Hardware,220,3,26,67
2025-01-05,WH_B,Central,SKU0061,Office,63,1,45,46
2025-01-05,WH_B,Central,SKU0062,Housewares,75,5,50,53
2025-01-05,WH_B,Central,SKU0063,Housewares,213,3,36,113
2025-01-05,WH_B,Central,SKU0064,Sports,52,5,29,75
2025-01-05,WH_B,Central,SKU0065,Sports,69,2,34,83
2025-01-05,WH_B,Central,SKU0066,Sports,116,6,38,63
2025-01-05,WH_B,Central,SKU0067,Hardware,242,1,33,89
2025-01-05,WH_B,Central,SKU0068,Electronics,89,1,45,36
2025-01-05,WH_B,Central,SKU0069,Hardware,251,3,19,90
2025-01-05,WH_B,Central,SKU0070,Hardware,112,4,47,45
2025-01-05,WH_B,Central,SKU0071,Hardware,275,3,39,97
2025-01-05,WH_B,Central,SKU0072,Office,96,4,41,36
2025-01-05,WH_B,Central,SKU0073,Office,32,2,23,55
2025-01-05,WH_B,Central,SKU0074,Hardware,152,0,41,102
2025-01-05,WH_B,Central,SKU0075,Sports,140,2,24,70
2025-01-05,WH_B,Central,SKU0076,Hardware,109,6,20,92
2025-01-05,WH_B,Central,SKU0077,Office,100,2,26,70
2025-01-05,WH_B,Central,SKU0078,Housewares,181,2,18,30
2025-01-05,WH_B,Central,SKU0079,Hardware,190,1,32,56
2025-01-05,WH_B,Central,SKU0080,Hardware,76,4,25,92
2025-01-05,WH_B,Central,SKU0081,Housewares,48,1,23,108
2025-01-05,WH_B,Central,SKU0082,Hardware,192,1,42,81
2025-01-05,WH_B,Central,SKU0083,Housewares,131,4,45,79
2025-01-05,WH_B,Central,SKU0084,Office,20,3,17,98
2025-01-05,WH_B,Central,SKU0085,Hardware,94,2,38,31
2025-01-05,WH_B,Central,SKU0086,Hardware,140,1,48,54
2025-01-05,WH_B,Central,SKU0087,Office,22,0,15,110
2025-01-05,WH_B,Central,SKU0088,Housewares,78,2,29,118
2025-01-05,WH_B,Central,SKU0089,Electronics,148,2,34,46
2025-01-05,WH_B,Central,SKU0090,Electronics,63,3,39,94
2025-01-05,WH_B,Central,SKU0091,Electronics,246,1,34,51
2025-01-05,WH_B,Central,SKU0092,Housewares,23,0,17,68
2025-01-05,WH_B,Central,SKU0093,Sports,89,2,44,96
2025-01-05,WH_B,Central,SKU0094,Hardware,233,0,48,73
2025-01-05,WH_B,Central,SKU0095,Electronics,178,3,23,73
2025-01-05,WH_B,Central,SKU0096,Hardware,208,1,37,54
2025-01-05,WH_B,Central,SKU0097,Office,57,1,40,32
2025-01-05,WH_B,Central,SKU0098,Housewares,77,1,29,46
2025-01-05,WH_B,Central,SKU0099,Office,79,0,16,105
2025-01-05,WH_B,Central,SKU0100,Office,145,3,25,45
2025-01-05,WH_C,West,SKU0001,Housewares,114,8,17,78
2025-01-05,WH_C,West,SKU0002,Electronics,259,0,31,98
2025-01-05,WH_C,West,SKU0003,Hardware,249,0,18,106
2025-01-05,WH_C,West,SKU0004,Hardware,43,1,21,113
2025-01-05,WH_C,West,SKU0005,Sports,34,1,18,118
2025-01-05,WH_C,West,SKU0006,Sports,47,1,41,86
2025-01-05,WH_C,West,SKU0007,Office,134,2,22,100
2025-01-05,WH_C,West,SKU0008,Electronics,135,4,45,119
2025-01-05,WH_C,West,SKU0009,Hardware,87,3,28,118
2025-01-05,WH_C,West,SKU0010,Electronics,276,0,15,68
2025-01-05,WH_C,West,SKU0011,Hardware,175,4,21,114
2025-01-05,WH_C,West,SKU0012,Housewares,152,0,32,109
2025-01-05,WH_C,West,SKU0013,Electronics,244,6,23,83
2025-01-05,WH_C,West,SKU0014,Electronics,76,2,47,109
2025-01-05,WH_C,West,SKU0015,Housewares,59,2,33,44
2025-01-05,WH_C,West,SKU0016,Housewares,29,1,46,55
2025-01-05,WH_C,West,SKU0017,Hardware,260,2,27,63
2025-01-05,WH_C,West,SKU0018,Housewares,150,2,27,75
2025-01-05,WH_C,West,SKU0019,Sports,219,6,41,67
2025-01-05,WH_C,West,SKU0020,Electronics,107,2,17,100
2025-01-05,WH_C,West,SKU0021,Sports,149,0,28,118
2025-01-05,WH_C,West,SKU0022,Sports,157,0,36,60
2025-01-05,WH_C,West,SKU0023,Hardware,30,0,15,115
2025-01-05,WH_C,West,SKU0024,Electronics,52,1,22,103
2025-01-05,WH_C,West,SKU0025,Office,184,1,46,49
2025-01-05,WH_C,West,SKU0026,Hardware,54,4,47,39
2025-01-05,WH_C,West,SKU0027,Electronics,51,3,31,112
2025-01-05,WH_C,West,SKU0028,Electronics,122,1,44,67
2025-01-05,WH_C,West,SKU0029,Sports,79,2,44,36
2025-01-05,WH_C,West,SKU0030,Housewares,56,3,26,35
2025-01-05,WH_C,West,SKU0031,Sports,88,3,38,116
2025-01-05,WH_C,West,SKU0032,Sports,88,4,42,44
2025-01-05,WH_C,West,SKU0033,Housewares,48,2,17,31
2025-01-05,WH_C,West,SKU0034,Office,46,1,25,72
2025-01-05,WH_C,West,SKU0035,Hardware,160,5,43,109
2025-01-05,WH_C,West,SKU0036,Housewares,81,3,20,77
2025-01-05,WH_C,West,SKU0037,Sports,86,1,26,44
2025-01-05,WH_C,West,SKU0038,Housewares,121,1,40,88
2025-01-05,WH_C,West,SKU0039,Office,79,1,39,118
2025-01-05,WH_C,West,SKU0040,Housewares,144,2,41,113
2025-01-05,WH_C,West,SKU0041,Sports,39,0,22,46
2025-01-05,WH_C,West,SKU0042,Electronics,271,3,18,50
2025-01-05,WH_C,West,SKU0043,Hardware,36,2,41,105
2025-01-05,WH_C,West,SKU0044,Hardware,194,5,43,53
2025-01-05,WH_C,West,SKU0045,Electronics,242,3,39,75
2025-01-05,WH_C,West,SKU0046,Hardware,247,0,16,117
2025-01-05,WH_C,West,SKU0047,Electronics,81,3,45,92
2025-01-05,WH_C,West,SKU0048,Hardware,72,10,41,86
2025-01-05,WH_C,West,SKU0049,Housewares,10,6,19,63
2025-01-05,WH_C,West,SKU0050,Hardware,258,3,35,31
2025-01-05,WH_C,West,SKU0051,Hardware,279,2,48,103
2025-01-05,WH_C,West,SKU0052,Hardware,223,3,29,115
